
[ 127/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 74.000 PnL=   62482.0 ETA= 1318.7s
[ 128/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 75.000 PnL=   62335.0 ETA= 1305.2s
[ 129/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 80.000 PnL=   62824.0 ETA= 1292.0s
[ 130/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 79.000 PnL=   62717.0 ETA= 1278.9s
[ 131/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 80.000 PnL=   62688.0 ETA= 1266.0s
[ 132/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 74.000 PnL=   62262.0 ETA= 1253.4s
[ 133/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 79.000 PnL=   62824.0 ETA= 1240.9s
[ 134/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 78.000 PnL=   62617.0 ETA= 1228.6s
[ 135/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 79.000 PnL=   62688.0 ETA= 1216.5s
[ 136/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 80.000 PnL=   62902.0 ETA= 1204.6s
[ 137/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 78.000 PnL=   62799.0 ETA= 1192.8s
[ 138/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 77.000 PnL=   62727.0 ETA= 1181.2s
[ 139/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 78.000 PnL=   62662.0 ETA= 1169.8s
[ 140/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 79.000 PnL=   62902.0 ETA= 1158.5s
[ 141/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 77.000 PnL=   62701.0 ETA= 1147.4s
[ 142/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 76.000 PnL=   62727.0 ETA= 1136.5s
[ 143/539] DELTA_Q_TARGET= 19.000 DELTA_Q_EXTREME= 32.000 DELTA_Q_ULTRA= 76.000 PnL=   62352.0 ETA= 1125.7s
[ 144/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 77.000 PnL=   62565.0 ETA= 1115.1s
[ 145/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 78.000 PnL=   62881.0 ETA= 1104.6s
[ 146/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 76.000 PnL=   62705.0 ETA= 1094.2s
[ 147/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 75.000 PnL=   62563.0 ETA= 1084.0s
[ 148/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 76.000 PnL=   62518.0 ETA= 1073.9s
[ 149/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 77.000 PnL=   62889.0 ETA= 1064.0s
[ 150/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 75.000 PnL=   62563.0 ETA= 1054.2s
[ 151/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 74.000 PnL=   62482.0 ETA= 1044.5s
[ 152/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 75.000 PnL=   62372.0 ETA= 1035.0s
[ 153/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 76.000 PnL=   62903.0 ETA= 1025.5s
[ 154/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 74.000 PnL=   62436.0 ETA= 1016.3s
[ 155/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 80.000 PnL=   62688.0 ETA= 1007.1s
[ 156/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 74.000 PnL=   62299.0 ETA=  998.0s
[ 157/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 75.000 PnL=   62567.0 ETA=  989.1s
[ 158/539] DELTA_Q_TARGET= 19.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 80.000 PnL=   62668.0 ETA=  980.2s
[ 159/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 79.000 PnL=   62688.0 ETA=  971.5s
[ 160/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 80.000 PnL=   62985.0 ETA=  962.9s
[ 161/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 74.000 PnL=   62444.0 ETA=  954.4s
[ 162/539] DELTA_Q_TARGET= 19.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 79.000 PnL=   62510.0 ETA=  946.0s
[ 163/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 78.000 PnL=   62662.0 ETA=  937.7s
[ 164/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 79.000 PnL=   62985.0 ETA=  929.5s
[ 165/539] DELTA_Q_TARGET= 20.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 80.000 PnL=   62740.0 ETA=  921.4s
[ 166/539] DELTA_Q_TARGET= 19.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 78.000 PnL=   62510.0 ETA=  913.4s
[ 167/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 77.000 PnL=   62565.0 ETA=  905.5s
[ 168/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 78.000 PnL=   62960.0 ETA=  897.7s
